Date|Time|Sex|Age|Status
5/17/2019|2:25:00 PM|M|50|Not_dead
5/17/2019|12:51:00 PM|M|84|dead
5/17/2019|7:24:00 AM|F|35|dead
5/16/2019|11:00:00 AM|M|63|dead
5/16/2019|8:00:00 AM|F|14|Not_dead
5/16/2019|5:45:00 AM|F|29|dead
5/15/2019|8:00:00 PM|M|80|dead
5/15/2019|2:27:00 PM|F|58|dead
5/14/2019|4:00:00 PM|M|NA|Not_dead
5/14/2019|8:00:00 AM|M|26|dead
5/14/2019|4:52:00 AM|F|51|dead
5/14/2019|2:23:00 AM|F|33|Not_dead
5/14/2019|12:00:00 AM|F|41|dead
5/13/2019|5:00:00 PM|M|70|dead
5/13/2019|7:43:00 AM|M|48|dead
5/12/2019|9:26:00 AM|F|46|dead
5/12/2019|1:00:00 AM|M|47|Not_dead
5/11/2019|6:00:00 PM|M|17|dead
5/10/2019|7:00:00 PM|F|62|dead
5/10/2019|12:17:00 PM|M|50|Not_dead
5/10/2019|11:30:00 AM|M|22|Not_dead
5/10/2019|3:00:00 AM|M|44|dead
5/10/2019|1:00:00 AM|M|20|Not_dead
5/9/2019|6:00:00 PM|F|60|Not_dead
5/9/2019|12:16:00 PM|M|30|dead
5/9/2019|10:45:00 AM|F|16|dead
5/9/2019|9:30:00 AM|M|48|dead
5/9/2019|5:00:00 AM|M|60|dead
5/9/2019|3:00:00 AM|F|61|dead
5/8/2019|1:00:00 PM|M|35|Not_dead
5/8/2019|10:06:00 AM|M|40|Not_dead
5/8/2019|7:33:00 AM|M|13|dead
5/8/2019|7:00:00 AM|F|45|dead
5/7/2019|7:00:00 PM|M|68|dead
5/7/2019|12:17:00 PM|M|28|dead
5/7/2019|12:00:00 PM|M|55|dead
5/7/2019|7:34:00 AM|M|58|Not_dead
5/7/2019|12:00:00 AM|F|54|dead
5/6/2019|3:00:00 PM|M|70|dead
5/6/2019|3:00:00 PM|M|71|dead
5/6/2019|1:00:00 PM|F|36|Not_dead
5/6/2019|7:55:00 AM|M|75|dead
5/5/2019|7:00:00 PM|F|29|Not_dead
5/5/2019|5:00:00 PM|M|72|Not_dead
5/4/2019|11:00:00 PM|M|28|dead
5/4/2019|2:30:00 PM|M|NA|dead
5/4/2019|11:12:00 AM|F|50|dead
5/4/2019|8:00:00 AM|F|23|Not_dead
5/4/2019|6:00:00 AM|M|68|dead
5/3/2019|4:21:00 PM|F|19|dead
5/1/2019|11:00:00 PM|F|65|Not_dead
5/1/2019|12:28:00 PM|M|60|Not_dead
5/1/2019|11:25:00 AM|M|53|dead
4/30/2019|4:00:00 PM|M|48|dead
4/30/2019|2:44:00 PM|M|68|dead
4/30/2019|10:18:00 AM|M|50|Not_dead
4/30/2019|8:00:00 AM|M|77|dead
4/30/2019|6:39:00 AM|F|30|Not_dead
4/29/2019|12:59:00 PM|F|50|dead
4/29/2019|12:59:00 PM|M|73|dead
4/29/2019|8:18:00 AM|M|61|dead
4/29/2019|5:21:00 AM|M|55|dead
4/29/2019|3:12:00 AM|M|26|Not_dead
4/28/2019|10:00:00 PM|M|33|dead
4/28/2019|12:17:00 PM|F|55|Not_dead
4/28/2019|3:00:00 AM|F|34|Not_dead
4/27/2019|9:23:00 AM|F|82|dead
4/27/2019|7:03:00 AM|M|NA|Not_dead
4/27/2019|7:00:00 AM|F|50|dead
4/27/2019|6:30:00 AM|F|70|dead
4/27/2019|3:00:00 AM|M|70|dead
4/26/2019|11:00:00 PM|M|87|Not_dead
4/26/2019|8:00:00 PM|F|35|Not_dead
4/26/2019|2:00:00 AM|F|21|Not_dead
4/25/2019|8:00:00 PM|M|65|dead
4/25/2019|3:00:00 PM|M|75|dead
4/24/2019|1:18:00 PM|M|50|dead
4/24/2019|5:00:00 AM|F|89|Not_dead
4/24/2019|1:00:00 AM|F|57|dead
4/23/2019|7:00:00 PM|F|38|Not_dead
4/23/2019|2:04:00 PM|F|NA|dead
4/23/2019|1:00:00 PM|M|87|Not_dead
4/22/2019|10:30:00 PM|M|21|dead
4/22/2019|5:00:00 PM|M|15|dead
4/22/2019|1:14:00 PM|M|50|dead
4/21/2019|10:00:00 PM|M|41|dead
4/21/2019|9:00:00 AM|M|81|dead
4/21/2019|7:05:00 AM|M|94|dead
4/20/2019|1:00:00 PM|M|93|dead
4/20/2019|7:53:00 AM|M|50|Not_dead
4/19/2019|3:00:00 PM|M|32|dead
4/19/2019|10:00:00 AM|F|67|dead
4/19/2019|8:00:00 AM|F|64|dead
4/18/2019|9:00:00 PM|M|39|dead
4/18/2019|6:00:00 PM|F|87|dead
4/18/2019|11:04:00 AM|F|55|dead
4/18/2019|1:29:00 AM|F|46|Not_dead
4/17/2019|7:00:00 PM|M|40|dead
4/17/2019|8:08:00 AM|M|73|dead
4/17/2019|6:22:00 AM|F|55|dead
4/17/2019|1:30:00 AM|M|33|dead
4/16/2019|4:00:00 PM|M|50|dead
4/16/2019|10:00:00 AM|F|70|dead
4/16/2019|9:24:00 AM|M|62|dead
4/16/2019|9:00:00 AM|M|82|dead
4/16/2019|6:01:00 AM|M|74|dead
4/15/2019|7:27:00 PM|M|49|dead
4/15/2019|12:50:00 PM|M|23|Not_dead
4/15/2019|12:50:00 PM|M|22|Not_dead
4/15/2019|12:35:00 PM|M|NA|Not_dead
4/15/2019|8:29:00 AM|M|30|Not_dead
4/14/2019|1:00:00 AM|M|57|Not_dead
4/14/2019|12:00:00 AM|F|40|Not_dead
4/13/2019|3:00:00 PM|F|NA|dead
4/13/2019|4:00:00 AM|M|46|dead
4/12/2019|2:00:00 PM|M|80|dead
4/12/2019|11:30:00 AM|M|63|dead
4/12/2019|8:25:00 AM|F|30|Not_dead
4/11/2019|6:00:00 PM|M|82|dead
4/11/2019|4:00:00 PM|M|43|dead
4/11/2019|1:13:00 PM|F|72|dead
4/11/2019|12:40:00 PM|M|46|dead
4/11/2019|10:33:00 AM|M|53|Not_dead
4/11/2019|8:30:00 AM|F|NA|Not_dead
4/10/2019|1:03:00 PM|F|50|Not_dead
4/10/2019|6:43:00 AM|M|55|dead
4/9/2019|8:00:00 PM|M|82|dead
4/9/2019|3:00:00 PM|F|34|dead
4/9/2019|12:00:00 PM|M|79|dead
4/9/2019|12:00:00 AM|F|70|dead
4/8/2019|4:00:00 PM|F|NA|Not_dead
4/8/2019|12:00:00 PM|M|43|dead
4/8/2019|9:22:00 AM|M|40|Not_dead
4/8/2019|6:30:00 AM|F|35|dead
4/8/2019|3:00:00 AM|F|25|Not_dead
4/7/2019|11:00:00 PM|F|NA|Not_dead
4/7/2019|10:00:00 PM|M|36|dead
4/7/2019|11:30:00 AM|M|60|dead
4/7/2019|9:35:00 AM|F|80|Not_dead
4/6/2019|5:00:00 PM|F|29|dead
4/6/2019|1:21:00 PM|M|55|dead
4/6/2019|8:50:00 AM|M|84|dead
4/6/2019|7:12:00 AM|F|59|dead
4/5/2019|2:21:00 PM|M|30|dead
4/5/2019|2:00:00 PM|M|60|Not_dead
4/5/2019|12:00:00 AM|F|12|Not_dead
4/4/2019|8:00:00 PM|F|29|dead
4/4/2019|6:43:00 AM|M|89|dead
4/3/2019|8:00:00 PM|M|36|dead
4/3/2019|5:00:00 PM|M|NA|Not_dead
4/3/2019|4:00:00 PM|F|23|dead
4/3/2019|11:00:00 AM|F|NA|Not_dead
4/3/2019|3:00:00 AM|F|78|dead
4/2/2019|10:38:00 AM|F|46|dead
4/2/2019|4:00:00 AM|M|72|dead
4/1/2019|10:00:00 PM|M|30|dead
4/1/2019|2:20:00 PM|F|38|dead
4/1/2019|2:00:00 PM|M|45|Not_dead
4/1/2019|12:05:00 PM|M|20|Not_dead
4/1/2019|6:00:00 AM|M|50|dead
4/1/2019|3:00:00 AM|M|37|Not_dead
3/30/2019|1:32:00 PM|M|19|dead
3/29/2019|10:00:00 PM|M|56|dead
3/29/2019|3:21:00 PM|M|NA|dead
3/29/2019|2:09:00 PM|M|30|Not_dead
3/29/2019|8:13:00 AM|F|29|Not_dead
3/29/2019|7:22:00 AM|M|77|dead
3/28/2019|1:39:00 PM|M|81|dead
3/27/2019|10:00:00 PM|M|28|dead
3/27/2019|7:00:00 PM|F|39|dead
3/27/2019|9:55:00 AM|F|37|dead
3/26/2019|7:00:00 PM|M|30|dead
3/26/2019|2:18:00 PM|F|NA|Not_dead
3/26/2019|12:00:00 PM|M|61|dead
3/26/2019|10:30:00 AM|M|26|dead
3/25/2019|3:00:00 PM|F|80|dead
3/25/2019|6:21:00 AM|M|33|dead
3/24/2019|8:00:00 PM|F|44|dead
3/24/2019|5:00:00 PM|F|43|dead
3/24/2019|8:22:00 AM|F|54|dead
3/24/2019|7:32:00 AM|M|NA|Not_dead
3/24/2019|1:00:00 AM|F|49|dead
3/23/2019|8:00:00 PM|F|12|dead
3/23/2019|10:00:00 AM|F|85|dead
3/23/2019|1:00:00 AM|F|23|Not_dead
3/22/2019|5:00:00 PM|F|80|dead
3/22/2019|5:24:00 AM|M|24|Not_dead
3/22/2019|3:39:00 AM|M|23|dead
3/22/2019|1:00:00 AM|M|29|dead
3/21/2019|2:00:00 PM|M|29|dead
3/21/2019|12:25:00 PM|M|85|dead
3/20/2019|12:00:00 PM|M|53|dead
3/19/2019|1:00:00 PM|M|63|dead
3/19/2019|11:00:00 AM|M|29|Not_dead
3/19/2019|9:00:00 AM|M|40|Not_dead
3/19/2019|8:00:00 AM|M|68|dead
3/19/2019|4:00:00 AM|M|63|dead
3/18/2019|10:30:00 AM|F|43|Not_dead
3/18/2019|9:00:00 AM|F|62|dead
3/18/2019|8:17:00 AM|M|88|dead
3/17/2019|8:00:00 PM|M|32|Not_dead
3/15/2019|4:00:00 PM|M|NA|Not_dead
3/15/2019|3:00:00 PM|M|46|dead
3/15/2019|11:00:00 AM|M|21|dead
3/15/2019|9:00:00 AM|M|64|dead
3/15/2019|5:00:00 AM|M|16|dead
3/15/2019|2:00:00 AM|F|27|Not_dead
3/14/2019|7:00:00 PM|M|17|dead
3/14/2019|12:40:00 PM|F|NA|dead
3/14/2019|2:23:00 AM|M|67|dead
3/13/2019|12:47:00 PM|M|85|dead
3/13/2019|8:50:00 AM|M|74|dead
3/12/2019|2:00:00 PM|M|49|dead
3/12/2019|12:22:00 PM|F|42|dead
3/12/2019|12:00:00 PM|F|53|dead
3/12/2019|12:00:00 PM|F|56|dead
3/12/2019|4:00:00 AM|M|86|dead
3/11/2019|5:00:00 PM|F|30|dead
3/11/2019|10:00:00 AM|M|67|dead
3/10/2019|11:00:00 AM|F|67|dead
3/9/2019|12:38:00 PM|F|32|dead
3/9/2019|11:12:00 AM|M|NA|Not_dead
3/8/2019|3:00:00 PM|M|38|dead
3/8/2019|2:00:00 PM|M|40|dead
3/7/2019|6:00:00 PM|M|42|Not_dead
3/6/2019|7:23:00 AM|F|48|dead
3/6/2019|3:00:00 AM|F|26|Not_dead
3/6/2019|2:00:00 AM|M|50|Not_dead
3/5/2019|1:00:00 AM|F|37|dead
3/4/2019|10:00:00 PM|F|60|dead
3/3/2019|7:46:00 AM|M|83|dead
3/2/2019|11:57:00 PM|M|50|dead
3/2/2019|12:00:00 PM|M|51|Not_dead
3/2/2019|8:30:00 AM|F|63|dead
3/2/2019|12:00:00 AM|M|NA|Not_dead
3/1/2019|12:00:00 PM|M|69|dead
3/1/2019|11:33:00 AM|M|30|Not_dead
3/1/2019|11:20:00 AM|F|40|dead
3/1/2019|1:00:00 AM|M|NA|Not_dead
2/28/2019|8:00:00 PM|F|51|Not_dead
2/28/2019|8:00:00 PM|M|54|Not_dead
2/28/2019|4:00:00 PM|M|27|dead
2/28/2019|7:23:00 AM|M|48|dead
2/28/2019|3:00:00 AM|M|37|dead
2/27/2019|11:35:00 AM|F|33|dead
2/27/2019|10:40:00 AM|M|38|dead
2/27/2019|10:00:00 AM|F|56|dead
2/27/2019|10:00:00 AM|M|54|dead
2/27/2019|1:00:00 AM|F|48|Not_dead
2/26/2019|6:00:00 PM|M|82|dead
2/26/2019|5:00:00 PM|F|40|dead
2/26/2019|8:59:00 AM|F|34|Not_dead
2/26/2019|8:59:00 AM|M|35|Not_dead
2/26/2019|12:00:00 AM|M|73|dead
2/25/2019|9:30:00 PM|M|65|dead
2/25/2019|8:00:00 PM|F|40|dead
2/25/2019|8:00:00 PM|M|42|dead
2/25/2019|7:00:00 PM|M|71|dead
2/25/2019|12:13:00 PM|M|NA|dead
2/25/2019|8:33:00 AM|M|65|Not_dead
2/25/2019|12:00:00 AM|F|34|Not_dead
2/24/2019|3:00:00 PM|F|30|dead
2/24/2019|3:00:00 PM|M|65|dead
2/24/2019|2:00:00 PM|M|NA|dead
2/23/2019|10:29:00 AM|F|55|Not_dead
2/23/2019|9:09:00 AM|M|83|dead
2/23/2019|5:00:00 AM|M|68|dead
2/23/2019|12:00:00 AM|M|20|Not_dead
2/22/2019|9:00:00 PM|M|43|dead
2/22/2019|5:13:00 AM|M|37|dead
2/21/2019|5:00:00 PM|M|54|dead
2/21/2019|2:28:00 PM|M|NA|Not_dead
2/21/2019|10:00:00 AM|M|76|dead
2/20/2019|10:15:00 AM|M|65|dead
2/20/2019|9:00:00 AM|M|23|Not_dead
2/20/2019|5:00:00 AM|F|70|dead
2/20/2019|12:00:00 AM|F|54|Not_dead
2/19/2019|6:00:00 AM|M|48|dead
2/19/2019|5:00:00 AM|F|23|Not_dead
2/19/2019|4:00:00 AM|F|19|Not_dead
2/19/2019|3:00:00 AM|M|32|Not_dead
2/18/2019|9:00:00 AM|M|35|dead
2/18/2019|2:00:00 AM|M|79|dead
2/17/2019|5:00:00 PM|M|22|dead
2/16/2019|8:11:00 AM|F|NA|dead
2/16/2019|12:00:00 AM|M|55|dead
2/15/2019|9:53:00 AM|M|46|dead
2/15/2019|1:00:00 AM|M|20|Not_dead
2/14/2019|8:00:00 PM|F|NA|dead
2/14/2019|10:24:00 AM|M|29|Not_dead
2/14/2019|6:00:00 AM|F|57|dead
2/13/2019|11:00:00 PM|F|45|Not_dead
2/13/2019|9:00:00 PM|M|NA|Not_dead
2/13/2019|6:52:00 PM|F|35|Not_dead
2/13/2019|1:00:00 PM|M|73|dead
2/13/2019|9:00:00 AM|M|25|Not_dead
2/13/2019|7:22:00 AM|M|15|Not_dead
2/12/2019|2:00:00 PM|M|70|dead
2/12/2019|12:00:00 PM|F|NA|dead
2/12/2019|9:17:00 AM|M|27|dead
2/12/2019|4:00:00 AM|M|29|dead
2/11/2019|7:26:00 AM|M|48|dead
2/10/2019|1:00:00 PM|F|76|dead
2/10/2019|8:57:00 AM|F|80|Not_dead
2/10/2019|2:00:00 AM|F|55|dead
2/9/2019|9:00:00 AM|F|45|Not_dead
2/7/2019|8:03:00 AM|M|50|dead
2/7/2019|1:00:00 AM|F|45|Not_dead
2/6/2019|5:00:00 PM|F|55|Not_dead
2/6/2019|2:00:00 AM|M|60|dead
2/5/2019|8:00:00 PM|M|29|dead
2/5/2019|7:01:00 AM|F|66|dead
2/5/2019|7:00:00 AM|M|66|dead
2/4/2019|9:00:00 PM|F|40|Not_dead
2/3/2019|11:00:00 PM|M|49|dead
2/3/2019|1:14:00 PM|M|NA|Not_dead
2/3/2019|7:23:00 AM|F|68|dead
2/2/2019|1:51:00 PM|M|29|Not_dead
2/2/2019|12:00:00 PM|M|41|dead
2/2/2019|9:00:00 AM|M|48|dead
2/2/2019|7:00:00 AM|M|38|Not_dead
2/2/2019|4:36:00 AM|F|37|Not_dead
2/1/2019|1:48:00 PM|F|40|Not_dead
2/1/2019|12:11:00 PM|M|33|dead
2/1/2019|9:00:00 AM|F|50|dead
1/31/2019|2:00:00 PM|M|22|dead
1/31/2019|8:23:00 AM|F|41|Not_dead
1/31/2019|8:00:00 AM|F|70|dead
1/31/2019|3:00:00 AM|M|86|dead
1/30/2019|11:00:00 PM|M|36|dead
1/30/2019|12:14:00 PM|M|11|Not_dead
1/30/2019|1:00:00 AM|M|53|dead
1/29/2019|7:00:00 AM|M|42|dead
1/28/2019|10:00:00 AM|F|31|dead
1/27/2019|1:00:00 PM|M|NA|dead
1/25/2019|2:00:00 PM|M|52|dead
1/25/2019|2:00:00 PM|M|89|dead
1/25/2019|12:46:00 PM|F|57|dead
1/25/2019|12:28:00 PM|M|NA|dead
1/24/2019|6:00:00 PM|M|83|dead
1/24/2019|6:00:00 PM|F|82|dead
1/23/2019|12:20:00 PM|F|50|Not_dead
1/23/2019|6:11:00 AM|F|47|Not_dead
1/23/2019|12:00:00 AM|F|57|Not_dead
1/22/2019|5:41:00 PM|F|NA|Not_dead
1/22/2019|4:36:00 PM|M|NA|dead
1/21/2019|9:45:00 PM|M|40|dead
1/21/2019|12:39:00 PM|M|51|Not_dead
1/21/2019|9:46:00 AM|M|30|dead
1/21/2019|9:35:00 AM|F|72|dead
1/21/2019|8:00:00 AM|M|68|dead
1/20/2019|8:24:00 AM|F|90|dead
1/19/2019|5:00:00 PM|M|26|dead
1/19/2019|6:00:00 AM|M|29|dead
1/19/2019|3:00:00 AM|M|45|dead
1/18/2019|12:21:00 PM|M|60|Not_dead
1/18/2019|6:36:00 AM|M|60|dead
1/18/2019|6:00:00 AM|M|45|dead
1/17/2019|8:00:00 PM|F|47|dead
1/16/2019|2:00:00 PM|F|29|Not_dead
1/16/2019|6:51:00 AM|F|26|dead
1/16/2019|4:00:00 AM|M|89|Not_dead
1/15/2019|2:46:00 PM|M|NA|Not_dead
1/15/2019|7:00:00 AM|F|35|dead
1/15/2019|7:00:00 AM|F|NA|Not_dead
1/14/2019|6:00:00 PM|M|54|dead
1/14/2019|3:00:00 PM|M|17|dead
1/14/2019|12:46:00 PM|M|41|Not_dead
1/14/2019|6:37:00 AM|M|52|dead
1/14/2019|2:00:00 AM|M|78|Not_dead
1/13/2019|2:00:00 PM|F|24|Not_dead
1/13/2019|3:00:00 AM|M|39|Not_dead
1/13/2019|12:00:00 AM|M|33|dead
1/12/2019|12:00:00 PM|M|59|Not_dead
1/10/2019|11:00:00 PM|F|25|Not_dead
1/10/2019|11:24:00 AM|F|15|Not_dead
1/10/2019|4:00:00 AM|M|NA|dead
1/10/2019|3:00:00 AM|M|45|dead
1/9/2019|4:00:00 PM|F|64|dead
1/9/2019|5:00:00 AM|F|NA|dead
1/8/2019|9:04:00 AM|M|23|dead
1/7/2019|11:35:00 AM|F|41|dead
1/6/2019|3:00:00 PM|M|47|dead
1/6/2019|5:00:00 AM|M|16|dead
1/4/2019|10:25:00 AM|M|66|dead
1/4/2019|6:00:00 AM|F|78|dead
1/3/2019|9:00:00 AM|F|NA|dead
1/2/2019|10:00:00 PM|F|27|Not_dead
1/2/2019|12:42:00 PM|M|NA|Not_dead
1/1/2019|4:00:00 PM|M|22|dead
1/1/2019|6:00:00 AM|F|25|dead
